gene,gene_symbol,gene_label,abs_coef,rank_abs_coef,importance_mean,rank_perm,rank_combined
227404_s_at,EGR1,EGR1,0.0764305730480097,22,0.0,157,89.5
227959_at,ANKRD9,ANKRD9,0.0799894895675479,17,0.0,175,96.0
224366_s_at,REPS1,REPS1,0.0432521327340951,179,0.0,23,101.0
227730_at,DYM,DYM,0.069381572260859,37,0.0,184,110.5
222983_s_at,PAIP2,PAIP2,0.0474858675213369,133,0.0,93,113.0
225234_at,CBL,CBL,0.0507369266069711,103,0.0,126,114.5
228556_at,YTHDC1,YTHDC1,0.0573962205434513,72,0.0,165,118.5
224156_x_at,IL17RB,IL17RB,0.04295884545399,183,0.0,62,122.5
227051_at,BACE2,BACE2,0.0485033999595337,127,0.0,144,135.5
226879_at,HVCN1,HVCN1,0.0461184920037268,141,0.0,150,145.5
226648_at,HIF1AN,HIF1AN,0.0500576717487256,110,0.0,189,149.5
225741_at,THUMPD3,THUMPD3,0.0494457270167823,116,0.0,196,156.0
224280_s_at,MTFR1L,MTFR1L,0.0358940734825515,286,0.0,26,156.0
225493_at,CCNT1,CCNT1,0.0494730668364071,115,0.0,206,160.5
228581_at,KCNJ10,KCNJ10,0.0444634295855256,163,0.0,164,163.5
227260_at,,227260_at,0.0416916941586552,198,0.0,134,166.0
219255_x_at,IL17RB,IL17RB,0.0644088391872381,48,0.0,286,167.0
224331_s_at,MRPL36,MRPL36,0.0344502505670917,310,0.0,25,167.5
227068_at,PGK1,PGK1,0.0397631797843981,227,0.0,128,177.5
224414_s_at,CARD6,CARD6,0.0324773124586255,351,0.0,18,184.5
219193_at,WDR70,WDR70,0.0545946458494595,82,0.0,288,185.0
226876_at,FAM101B,FAM101B,0.0399370477032385,226,0.0,151,188.5
215991_s_at,EMC1,EMC1,0.065393212769501,44,0.0,335,189.5
224726_at,MIB1,MIB1,0.0325173333921484,349,0.0,32,190.5
222809_x_at,CCDC85C,CCDC85C,0.0985704774472885,4,0.0,377,190.5
215789_s_at,AJAP1,AJAP1,0.0647920005939502,47,0.0,338,192.5
223450_s_at,COG3,COG3,0.0365561363861561,272,0.0,115,193.5
227365_at,ATCAY,ATCAY,0.0372515066714768,263,0.0,129,196.0
224774_s_at,NAV1,NAV1,0.0333723382144643,333,0.0,60,196.5
223002_s_at,XRN2,XRN2,0.0346498245767067,306,0.0,89,197.5
226360_at,ZNRF3,ZNRF3,0.0446216237369541,161,0.0,235,198.0
222264_at,HNRNPUL2,HNRNPUL2,0.0770692665742551,19,0.0,384,201.5
225237_s_at,MSI2,MSI2,0.036348463450559,279,0.0,127,203.0
226428_at,TNPO2,TNPO2,0.0429849575835927,182,0.0,231,206.5
223211_at,HACL1,HACL1,0.0325597094860427,347,0.0,66,206.5
227321_at,GATS,GATS,0.0358378994573131,289,0.0,131,210.0
218251_at,MID1IP1,MID1IP1,0.0447899791411749,159,0.0,264,211.5
217546_at,MT1M,MT1M,0.0524604143786107,90,0.0,347,218.5
225368_at,HIPK2,HIPK2,0.0400159597716466,224,0.0,213,218.5
223460_at,CAMKK1,CAMKK1,0.0335729539445596,324,0.0,114,219.0
217941_s_at,ERBB2IP,ERBB2IP,0.0510844373925375,97,0.0,349,223.0
224410_s_at,LMBR1,LMBR1,0.0288333399914639,429,0.0,19,224.0
223219_s_at,CNOT10,CNOT10,0.0323696186654373,353,0.0,95,224.0
225489_at,TMEM18,TMEM18,0.0388402766142558,243,0.0,207,225.0
219097_x_at,SMIM7,SMIM7,0.0442423462049603,168,0.0,290,229.0
216101_at,,216101_at,0.048432164438694,129,0.0,331,230.0
222513_s_at,SORBS1,SORBS1,0.0719190761791585,34,0.0,427,230.5
223272_s_at,NTPCR,NTPCR,0.0328581987264102,343,0.0,123,233.0
223701_s_at,USP47,USP47,0.0319867334374018,361,0.0,105,233.0
1316_at,THRA,THRA,0.0300069809113816,403,0.0,64,233.5
218263_s_at,ZBED5,ZBED5,0.0403592418047269,218,0.0,263,240.5
223319_at,GPHN,GPHN,0.0317728282159874,366,0.0,121,243.5
222614_at,,222614_at,0.0575927318411543,70,0.0,419,244.5
219445_at,GLTSCR1,GLTSCR1,0.0734699498867882,26,0.0,463,244.5
227582_at,KLHDC9,KLHDC9,0.0348595108493271,304,0.0,186,245.0
227847_at,EPM2AIP1,EPM2AIP1,0.0338504584053269,318,0.0,181,249.5
227084_at,DTNA,DTNA,0.0320171591376491,360,0.0,140,250.0
220040_x_at,ZC4H2,ZC4H2,0.0643219863064081,51,0.0,449,250.0
223124_s_at,PITHD1,PITHD1,0.0291481052156254,425,0.0,76,250.5
219543_at,PBLD,PBLD,0.0643589061737123,50,0.0,461,255.5
222902_s_at,EXO5,EXO5,0.0374345216592824,261,0.0,250,255.5
223082_at,SH3KBP1,SH3KBP1,0.0285334861725895,439,0.0,81,260.0
228774_at,CEP78,CEP78,0.0751234914670002,23,0.0,501,262.0
242320_at,,242320_at,0.0820587811552879,16,0.0,518,267.0
218735_s_at,ZNF544,ZNF544,0.0391984070727781,238,0.0,299,268.5
219833_s_at,EFHC1,EFHC1,0.0540498658792503,84,0.0,454,269.0
242299_at,,242299_at,0.1038778718513677,3,0.0,536,269.5
220329_s_at,RMND1,RMND1,0.0575182065847675,71,0.0,470,270.5
228059_x_at,MRPS22,MRPS22,0.0313342375868218,373,0.0,171,272.0
218204_s_at,FYCO1,FYCO1,0.0363295233756994,280,0.0,267,273.5
219463_at,LAMP5,LAMP5,0.0533181884372515,86,0.0,462,274.0
218653_at,SLC25A15,SLC25A15,0.0386346919287184,246,0.0,303,274.5
215811_at,,215811_at,0.0404575770617793,216,0.0,337,276.5
223964_x_at,,223964_x_at,0.027427482754274,463,0.0,98,280.5
220155_s_at,BRD9,BRD9,0.0493884449592476,118,0.0,444,281.0
241762_at,FBXO32,FBXO32,0.0874688615991813,11,0.0,552,281.5
225063_at,UBL7,UBL7,0.0254207588582704,524,0.0,40,282.0
216232_s_at,GCN1L1,GCN1L1,0.0392426738292959,236,0.0,329,282.5
222282_at,,222282_at,0.0423437168794371,186,0.0,383,284.5
221899_at,N4BP2L2,N4BP2L2,0.0430263982209951,181,0.0,392,286.5
228027_at,ARMCX5-GPRASP2|GPRASP2,ARMCX5-GPRASP2|GPRASP2,0.029811917538867,405,0.0,173,289.0
218328_at,COQ4,COQ4,0.0335487715552148,326,0.0,259,292.5
223650_s_at,NRBF2,NRBF2,0.0269188909794881,478,0.0,109,293.5
224368_s_at,NDRG3,NDRG3,0.0241632793875501,573,0.0,22,297.5
225719_s_at,MRPL55,MRPL55,0.0300777635536169,400,0.0,198,299.0
241216_at,,241216_at,0.0579509526412302,69,0.0,532,300.5
225733_at,B3GALT6,B3GALT6,0.0296338318835907,409,0.0,197,303.0
222997_s_at,MRPS21,MRPS21,0.0257107089886891,518,0.0,90,304.0
218763_at,STX18,STX18,0.034124059056893,314,0.0,298,306.0
222548_s_at,MAP4K4,MAP4K4,0.0421592782708989,188,0.0,424,306.0
222409_at,CORO1C,CORO1C,0.0432778047933306,178,0.0,434,306.0
225742_at,MDM4,MDM4,0.0294069537186826,418,0.0,195,306.5
228686_at,LINC01184|LOC101929964,LINC01184|LOC101929964,0.0278158530532855,452,0.0,162,307.0
238468_at,TNRC6B,TNRC6B,0.0728344580618348,30,0.0,584,307.0
224689_at,MANBAL,MANBAL,0.0233949824285894,612,0.0,3,307.5
225044_at,NT5C3B,NT5C3B,0.0240997144234141,576,0.0,42,309.0
222759_at,SUV420H1,SUV420H1,0.0408813293207031,207,0.0,414,310.5
218310_at,KCTD7|RABGEF1,KCTD7|RABGEF1,0.0319249083960934,363,0.0,260,311.5
223011_s_at,OCIAD1,OCIAD1,0.0250417995803933,542,0.0,88,315.0
241008_at,,241008_at,0.0487512718596515,125,0.0,506,315.5
239826_at,,239826_at,0.0699184411004848,36,0.0,604,320.0
241226_at,,241226_at,0.0496634525202928,113,0.0,534,323.5
238836_at,,238836_at,0.0543691353737835,83,0.0,567,325.0
225239_at,MIR612|NEAT1,MIR612|NEAT1,0.0261075792949077,508,0.0,143,325.5
217795_s_at,TMEM43,TMEM43,0.0353627724185279,297,0.0,361,329.0
241837_at,,241837_at,0.0499795288257918,111,0.0,547,329.0
227434_at,WBSCR17,WBSCR17,0.0262892488998194,503,0.0,158,330.5
220609_at,LOC202181,LOC202181,0.044128196707236,169,0.0,493,331.0
241215_at,,241215_at,0.0449365366654513,158,0.0,504,331.0
240971_x_at,,240971_x_at,0.0451230552912755,157,0.0,507,332.0
228038_at,SOX2,SOX2,0.0265157675689175,494,0.0,172,333.0
222594_s_at,SPATS2,SPATS2,0.0387009684002598,245,0.0,422,333.5
222474_s_at,TOMM22,TOMM22,0.0390616048668417,242,0.0,428,335.0
226554_at,ZBTB7A,ZBTB7A,0.0281052061609525,444,0.0,226,335.0
220796_x_at,SLC35E1,SLC35E1,0.0420692312270897,191,0.0,484,337.5
225799_at,LINC00152|LOC101930489|MIR4435-1HG,LINC00152|LOC101930489|MIR4435-1HG,0.0275574770385098,459,0.0,219,339.0
223189_x_at,KMT2E,KMT2E,0.0233920447392683,613,0.0,70,341.5
224666_at,NSMCE1,NSMCE1,0.0213855479431089,678,0.0,6,342.0
238354_x_at,,238354_x_at,0.0508091505795132,101,0.0,587,344.0
226806_s_at,NFIA,NFIA,0.025186171986218,537,0.0,152,344.5
223060_at,C14orf119,C14orf119,0.0235248645327745,607,0.0,82,344.5
220467_at,,220467_at,0.0419142849943446,196,0.0,497,346.5
224025_s_at,ATG7,ATG7,0.0232832392800263,615,0.0,80,347.5
243830_at,,243830_at,0.0662288992531811,42,0.0,654,348.0
240246_at,LOC642236,LOC642236,0.0435539571207448,175,0.0,524,349.5
218336_at,PFDN2,PFDN2,0.0278827833302049,449,0.0,258,353.5
228763_at,MDP1|NEDD8-MDP1,MDP1|NEDD8-MDP1,0.0408764637521909,208,0.0,500,354.0
227944_at,PTPN3,PTPN3,0.0253279623134015,532,0.0,176,354.0
238078_at,SEC22A,SEC22A,0.0493186425146184,119,0.0,591,355.0
224618_at,PTBP3,PTBP3,0.0208417075012027,700,0.0,10,355.0
218805_at,GIMAP1-GIMAP5|GIMAP5,GIMAP1-GIMAP5|GIMAP5,0.0294398501250957,417,0.0,296,356.5
220081_x_at,HSD17B7,HSD17B7,0.0369657997745371,268,0.0,446,357.0
224227_s_at,BDP1,BDP1,0.0211638713415459,686,0.0,28,357.0
218177_at,CHMP1B,CHMP1B,0.0279837001961544,447,0.0,269,358.0
222633_at,TBL1XR1,TBL1XR1,0.0348901911915372,303,0.0,416,359.5
223328_at,ARMC10,ARMC10,0.0236627030538784,602,0.0,120,361.0
220578_at,ADAMTSL4,ADAMTSL4,0.0396190688417857,229,0.0,494,361.5
240502_at,,240502_at,0.0407131114968172,209,0.0,519,364.0
217964_at,TTC19,TTC19,0.0306892217217029,383,0.0,346,364.5
223697_x_at,C9orf64,C9orf64,0.0230729368398287,623,0.0,106,364.5
241613_at,,241613_at,0.0437171705417714,172,0.0,557,364.5
244697_at,,244697_at,0.050781855543209,102,0.0,630,366.0
238009_at,SOX5,SOX5,0.0497783269392742,112,0.0,627,369.5
223628_at,TMEM191A,TMEM191A,0.0222429671410765,647,0.0,110,378.5
223059_s_at,FAM107B,FAM107B,0.0215663030988691,674,0.0,83,378.5
219365_s_at,CAMKV,CAMKV,0.0315629666259326,367,0.0,393,380.0
221155_x_at,,221155_x_at,0.0360162749766337,284,0.0,476,380.0
31874_at,GAS2L1,GAS2L1,0.0567592750844088,77,0.0,687,382.0
227082_at,ZBTB20,ZBTB20,0.0230040242586809,626,0.0,141,383.5
244433_at,,244433_at,0.0481043624982536,131,0.0,637,384.0
225111_s_at,NAPB,NAPB,0.0199673047421561,733,0.0,37,385.0
218456_at,CAPRIN2,CAPRIN2,0.0266120185338177,490,0.0,282,386.0
241228_at,,241228_at,0.0392087431051607,237,0.0,535,386.0
243178_at,,243178_at,0.0729731006620379,29,0.0,744,386.5
239035_at,MTHFR,MTHFR,0.0433248538591125,177,0.0,597,387.0
241036_at,,241036_at,0.036479694533379,276,0.0,505,390.5
226938_at,DCAF4,DCAF4,0.0225101259983395,640,0.0,147,393.5
218609_s_at,NUDT2,NUDT2,0.0268272284981849,481,0.0,308,394.5
242573_at,,242573_at,0.0552045262872721,79,0.0,710,394.5
218354_at,TRAPPC2L,TRAPPC2L,0.0253253489586788,533,0.0,257,395.0
244610_x_at,,244610_x_at,0.0447782116923751,160,0.0,634,397.0
243031_at,,243031_at,0.064902755507945,46,0.0,748,397.0
218897_at,TMEM177,TMEM177,0.0261951380788162,506,0.0,295,400.5
218120_s_at,HMOX2,HMOX2,0.0253801767453261,526,0.0,275,400.5
232140_at,LOC100132352,LOC100132352,0.0669020408885464,40,0.0,761,400.5
220459_at,MCM3AP-AS1,MCM3AP-AS1,0.0348551875986563,305,0.0,498,401.5
220615_s_at,FAR2,FAR2,0.034098811326915,316,0.0,492,404.0
219778_at,ZFPM2,ZFPM2,0.0323465274225559,355,0.0,455,405.0
231506_at,,231506_at,0.0700504413423949,35,0.0,777,406.0
218205_s_at,MKNK2,MKNK2,0.0244931976356691,561,0.0,253,407.0
239474_at,,239474_at,0.0415277377848201,199,0.0,615,407.0
225094_at,SETD8,SETD8,0.0187336985206794,780,0.0,38,409.0
63009_at,SHQ1,SHQ1,0.0452983244760455,151,0.0,668,409.5
227196_at,RHPN2,RHPN2,0.0212306130619645,683,0.0,137,410.0
229715_at,NCR3LG1|RP1-239B22.5,NCR3LG1|RP1-239B22.5,0.1073697142343457,2,0.0,819,410.5
233039_at,,233039_at,0.0723473572289138,32,0.0,790,411.0
224879_at,TMEM261,TMEM261,0.0190169064635787,774,0.0,50,412.0
32099_at,SAFB2,SAFB2,0.0460884802266353,143,0.0,686,414.5
228613_at,RAB11FIP3,RAB11FIP3,0.021647485497896,670,0.0,163,416.5
242040_at,GCNT7,GCNT7,0.0357807695889721,291,0.0,542,416.5
240038_at,,240038_at,0.0368574164788676,270,0.0,563,416.5
231311_at,,231311_at,0.0617700819123566,56,0.0,779,417.5
218625_at,NRN1,NRN1,0.0253403263377701,530,0.0,306,418.0
221263_s_at,SF3B5,SF3B5,0.0319370550493917,362,0.0,474,418.0
238017_at,SDR16C5,SDR16C5,0.0530077007588034,88,0.0,750,419.0
231735_s_at,MALAT1,MALAT1,0.059390443847803,65,0.0,773,419.0
229677_at,SLC39A3,SLC39A3,0.0799653747382573,18,0.0,820,419.0
242609_x_at,,242609_x_at,0.0477415738497687,132,0.0,706,419.0
227882_at,FKRP,FKRP,0.0217636071007014,663,0.0,178,420.5
218377_s_at,RWDD2B,RWDD2B,0.0239098811060977,585,0.0,256,420.5
226644_at,MIB2,MIB2,0.023194635647231,620,0.0,221,420.5
243203_at,,243203_at,0.0509700935602963,100,0.0,741,420.5
239497_at,,239497_at,0.0396326740476899,228,0.0,614,421.0
219019_at,PIDD1,PIDD1,0.0248527588124653,551,0.0,292,421.5
218133_s_at,NIF3L1,NIF3L1,0.0242865381740356,571,0.0,273,422.0
244350_at,MYO10,MYO10,0.0412433462767423,205,0.0,640,422.5
226433_at,RNF157,RNF157,0.0232575639659848,617,0.0,230,423.5
218500_at,THEM6,THEM6,0.0244577375298631,563,0.0,285,424.0
222396_at,HN1,HN1,0.0295085374466435,415,0.0,435,425.0
240544_at,,240544_at,0.0330641404719368,338,0.0,516,427.0
244669_at,SNORD50A|SNORD50B,SNORD50A|SNORD50B,0.0399767702980203,225,0.0,631,428.0
226779_at,LMBRD2,LMBRD2,0.0207054228684023,707,0.0,153,430.0
239559_at,,239559_at,0.0386149638238718,247,0.0,613,430.0
223673_at,RFX4,RFX4,0.0195561647518607,756,0.0,107,431.5
223340_at,ATL1,ATL1,0.0197543985539982,745,0.0,118,431.5
231887_s_at,PALD1,PALD1,0.0519263899891679,93,0.0,771,432.0
239831_at,TMEM106C,TMEM106C,0.0373336131789272,262,0.0,603,432.5
239866_at,,239866_at,0.0371148053505399,265,0.0,601,433.0
242319_at,DGKG,DGKG,0.0387946343955502,244,0.0,625,434.5
244753_at,,244753_at,0.0405432049187882,213,0.0,657,435.0
217814_at,CCDC47,CCDC47,0.0260666810178449,511,0.0,360,435.5
239096_at,,239096_at,0.0382319144484179,251,0.0,623,437.0
242646_at,,242646_at,0.0439706005750098,170,0.0,704,437.0
227022_at,GNPDA2,GNPDA2,0.0199160915282463,734,0.0,145,439.5
215962_at,,215962_at,0.0249293119966325,545,0.0,336,440.5
231016_s_at,ARNT,ARNT,0.0593453563887584,66,0.0,815,440.5
217398_x_at,GAPDH,GAPDH,0.0250766098330926,539,0.0,344,441.5
232696_at,,232696_at,0.0539358542197303,85,0.0,799,442.0
232028_at,ZNF678,ZNF678,0.049289896132075,121,0.0,764,442.5
225878_at,KIF1B,KIF1B,0.021680366714536,668,0.0,220,444.0
238350_at,UBN2,UBN2,0.0351426285781132,300,0.0,588,444.0
243233_at,,243233_at,0.0453344734178075,150,0.0,740,445.0
233031_at,ZEB2,ZEB2,0.0510538580288984,98,0.0,792,445.0
217786_at,PRMT5,PRMT5,0.0253536736520976,529,0.0,362,445.5
233057_at,HSPB8,HSPB8,0.0503961208346695,106,0.0,787,446.5
221893_s_at,ADCK2,ADCK2,0.0264515214878588,499,0.0,394,446.5
225912_at,TP53INP1,TP53INP1,0.022132171795897,652,0.0,248,450.0
216264_s_at,LAMB2,LAMB2,0.0242378861896783,572,0.0,328,450.0
240186_at,,240186_at,0.0307445916044059,382,0.0,527,454.5
236488_s_at,CTD-3092A11.2,CTD-3092A11.2,0.0726979884513993,31,0.0,881,456.0
51192_at,SSH3,SSH3,0.0391372841679785,240,0.0,673,456.5
217738_at,NAMPT,NAMPT,0.0248779054863164,548,0.0,366,457.0
231713_s_at,ELP2,ELP2,0.0462792787432715,140,0.0,774,457.0
238595_at,,238595_at,0.0329778522651327,341,0.0,578,459.5
223757_at,DIO3OS,DIO3OS,0.0180452096769893,820,0.0,101,460.5
217867_x_at,BACE2,BACE2,0.0243216334139673,568,0.0,354,461.0
241745_at,LOC100507557,LOC100507557,0.0314780818258771,370,0.0,553,461.5
219375_at,CEPT1,CEPT1,0.0277006874878363,455,0.0,468,461.5
230392_at,,230392_at,0.059779547433489,63,0.0,861,462.0
227580_s_at,TECPR1,TECPR1,0.019832242350015,741,0.0,187,464.0
232883_at,,232883_at,0.0474034214549059,134,0.0,794,464.0
239811_at,,239811_at,0.0337013424275305,323,0.0,605,464.0
224943_at,BTBD7,BTBD7,0.0168638684766165,881,0.0,48,464.5
218380_at,LOC728392,LOC728392,0.021561367267081,675,0.0,255,465.0
223056_s_at,XPO5,XPO5,0.0176182579159592,847,0.0,84,465.5
221562_s_at,SIRT3,SIRT3,0.0253556705084739,528,0.0,403,465.5
226006_at,PET100,PET100,0.021068101551887,689,0.0,244,466.5
221432_s_at,SLC25A28,SLC25A28,0.0273868508544694,464,0.0,473,468.5
240554_at,AKAP8L,AKAP8L,0.0291862392606589,424,0.0,515,469.5
236901_at,,236901_at,0.0951430592620024,7,0.0,932,469.5
230272_at,LINC00461|MIR9-2,LINC00461|MIR9-2,0.0571397541276152,75,0.0,864,469.5
36907_at,MVK,MVK,0.0377995072386732,258,0.0,682,470.0
226899_at,UNC5B,UNC5B,0.0184304438974537,794,0.0,149,471.5
240399_at,,240399_at,0.0292149835471242,422,0.0,523,472.5
227830_at,GABRB3,GABRB3,0.0193589986762451,763,0.0,182,472.5
224630_at,ERLEC1,ERLEC1,0.0155583347817718,938,0.0,8,473.0
225117_at,KANSL1,KANSL1,0.0161007255283608,912,0.0,35,473.5
218271_s_at,PARL,PARL,0.0211114607779208,688,0.0,262,475.0
234314_at,RALGAPA2,RALGAPA2,0.0835030839893554,15,0.0,941,478.0
232523_at,MEGF10,MEGF10,0.0452272038310105,153,0.0,805,479.0
236817_at,ADAT2,ADAT2,0.0730401494518019,27,0.0,933,480.0
1007_s_at,DDR1|MIR4640,DDR1|MIR4640,0.0152050686246856,961,0.0,1,481.0
222995_s_at,RHBDD2,RHBDD2,0.0169926549000085,871,0.0,91,481.0
223708_at,C1QTNF4,C1QTNF4,0.0172628023206141,859,0.0,104,481.5
222785_x_at,C11orf1,C11orf1,0.024791665566212,554,0.0,412,483.0
223109_at,TRUB2,TRUB2,0.0165944257666225,893,0.0,77,485.0
230150_at,BCAP29,BCAP29,0.0500887755801013,109,0.0,868,488.5
226291_at,ALS2,ALS2,0.0198608954327298,740,0.0,237,488.5
238277_at,,238277_at,0.0304284177760261,389,0.0,589,489.0
222160_at,AKAP8L,AKAP8L,0.0237051892314859,597,0.0,385,491.0
224709_s_at,CDC42SE2,CDC42SE2,0.0153208993775845,954,0.0,31,492.5
238417_at,PGM2L1,PGM2L1,0.030083902740125,399,0.0,586,492.5
232614_at,,232614_at,0.0427976528353035,185,0.0,801,493.0
229656_s_at,EML6,EML6,0.0443744530010332,166,0.0,822,494.0
242808_at,LOC101060510,LOC101060510,0.0353828413057975,295,0.0,696,495.5
229065_at,SLC35F3,SLC35F3,0.0451769620646033,154,0.0,837,495.5
244040_at,KCNN3,KCNN3,0.0327010891940331,344,0.0,648,496.0
242819_at,,242819_at,0.0352941885317543,298,0.0,695,496.5
225905_s_at,ST3GAL3,ST3GAL3,0.0197613126511593,744,0.0,249,496.5
36711_at,MAFF,MAFF,0.0342793728747529,311,0.0,683,497.0
237018_at,,237018_at,0.0593427227280767,67,0.0,928,497.5
239167_at,,239167_at,0.0312509463358433,375,0.0,620,497.5
236808_at,FGFR1OP2,FGFR1OP2,0.0600514418253258,62,0.0,934,498.0
231136_at,,231136_at,0.0422194187454522,187,0.0,814,500.5
227297_at,ITGA9,ITGA9,0.016989652538261,872,0.0,132,502.0
222372_at,MAGI1,MAGI1,0.023709844352695,596,0.0,409,502.5
238199_x_at,COX3|LOC101929612,COX3|LOC101929612,0.029466390988299,416,0.0,590,503.0
234677_at,RP11-338N10.1,RP11-338N10.1,0.087656390905621,10,0.0,998,504.0
232392_at,SRSF3,SRSF3,0.0413565528150177,202,0.0,810,506.0
222378_at,,222378_at,0.0236294479416479,603,0.0,410,506.5
238058_at,PRR34-AS1,PRR34-AS1,0.0293009454475629,421,0.0,592,506.5
222750_s_at,SRD5A3,SRD5A3,0.0236819130920626,598,0.0,415,506.5
237305_at,,237305_at,0.0519470090747723,92,0.0,923,507.5
227283_at,EFR3B,EFR3B,0.016853789427333,882,0.0,133,507.5
229035_s_at,KLHDC4|LOC100129637,KLHDC4|LOC100129637,0.0433962633207337,176,0.0,840,508.0
224393_s_at,CECR6,CECR6,0.014453858816647,1000,0.0,20,510.0
244341_at,,244341_at,0.0309353896211162,380,0.0,641,510.5
240005_at,LARP4B,LARP4B,0.0275966943380828,457,0.0,565,511.0
219343_at,CDC37L1,CDC37L1,0.0219927401692615,656,0.0,376,516.0
222530_s_at,MKKS,MKKS,0.0234389211798103,609,0.0,425,517.0
232280_at,SLC25A29,SLC25A29,0.0381469301349156,253,0.0,782,517.5
244194_at,ADAM22,ADAM22,0.0303867100678744,390,0.0,646,518.0
232058_at,,232058_at,0.0365217413142649,274,0.0,763,518.5
223088_x_at,ECHDC1,ECHDC1,0.0152593397847059,958,0.0,79,518.5
222395_s_at,UBE2Z,UBE2Z,0.0236675615807121,601,0.0,436,518.5
238573_at,OTUD7B,OTUD7B,0.0275471502575797,460,0.0,580,520.0
226751_at,CNRIP1,CNRIP1,0.0168015566295648,886,0.0,155,520.5
225115_at,HIPK2,HIPK2,0.0143122819925121,1006,0.0,36,521.0
218302_at,PSENEN,PSENEN,0.0187130086260162,781,0.0,261,521.0
224999_at,EGFR,EGFR,0.0144887175893491,998,0.0,45,521.5
243398_at,,243398_at,0.033961321174811,317,0.0,732,524.5
240478_at,,240478_at,0.0253385183598775,531,0.0,520,525.5
219659_at,ATP8A2,ATP8A2,0.0238089202097668,593,0.0,458,525.5
221831_at,LUZP1,LUZP1,0.0219540689762069,657,0.0,396,526.5
218953_s_at,PCYOX1L,PCYOX1L,0.0193334007363565,764,0.0,293,528.5
216044_x_at,FAM69A,FAM69A,0.0202722903232609,726,0.0,333,529.5
242366_at,,242366_at,0.0328789903787722,342,0.0,717,529.5
222339_x_at,,222339_x_at,0.0213186659363764,681,0.0,379,530.0
223532_at,ANKRD39,ANKRD39,0.0153439367761887,950,0.0,111,530.5
224376_s_at,C20orf24|TGIF2-C20orf24,C20orf24|TGIF2-C20orf24,0.0137771322654172,1041,0.0,21,531.0
228546_at,DPP6,DPP6,0.016419406511733,896,0.0,166,531.0
237072_at,,237072_at,0.0471660609153596,137,0.0,926,531.5
222620_s_at,DNAJC1,DNAJC1,0.0224343456768064,645,0.0,418,531.5
243704_at,GPATCH2,GPATCH2,0.0311919214870952,377,0.0,689,533.0
221598_s_at,MED27,MED27,0.0217323396088496,665,0.0,402,533.5
241893_at,,241893_at,0.025559202388648,521,0.0,546,533.5
AFFX-DapX-3_at,,AFFX-DapX-3_at,0.0300704135343209,401,0.0,667,534.0
239311_at,,239311_at,0.0278672587266467,450,0.0,618,534.0
221792_at,RAB6B,RAB6B,0.021607986098233,672,0.0,399,535.5
237628_at,,237628_at,0.0451661822797773,155,0.0,916,535.5
224878_at,UBFD1,UBFD1,0.0139572089198452,1026,0.0,51,538.5
226912_at,ZDHHC23,ZDHHC23,0.0156426690942267,930,0.0,148,539.0
225061_at,DNAJA4,DNAJA4,0.0137966854491947,1040,0.0,41,540.5
222125_s_at,P4HTM,P4HTM,0.0209642300166285,695,0.0,387,541.0
232795_at,,232795_at,0.0358756206657326,287,0.0,796,541.5
227760_at,IGFBPL1,IGFBPL1,0.0162644467921587,901,0.0,183,542.0
233167_at,SELO,SELO,0.0405309152400662,214,0.0,875,544.5
232011_s_at,MAP1LC3A,MAP1LC3A,0.0335503079802422,325,0.0,766,545.5
AFFX-r2-Bs-dap-3_at,,AFFX-r2-Bs-dap-3_at,0.028795355349312,431,0.0,661,546.0
238558_at,,238558_at,0.0260935127413848,509,0.0,583,546.0
243182_at,,243182_at,0.0324945736583911,350,0.0,743,546.5
223216_x_at,FBXO16|ZNF395,FBXO16|ZNF395,0.0144646602939774,999,0.0,94,546.5
227453_at,UNC13A,UNC13A,0.0155754905822144,935,0.0,159,547.0
231015_at,KLF15,KLF15,0.0383757422339631,250,0.0,846,548.0
244300_at,,244300_at,0.027750108100621,454,0.0,642,548.0
243561_at,,243561_at,0.0313912643041257,371,0.0,726,548.5
235377_at,MLIP,MLIP,0.0482182916410523,130,0.0,977,553.5
225781_at,MAPK9,MAPK9,0.0159745713733253,916,0.0,192,554.0
241627_x_at,ARHGEF40,ARHGEF40,0.0248374706306432,553,0.0,556,554.5
215645_at,FLCN,FLCN,0.0502892920210567,108,0.0,1001,554.5
235672_at,MAP6,MAP6,0.0410611195805413,206,0.0,903,554.5
235213_at,ITPKB,ITPKB,0.0473319394779861,135,0.0,981,558.0
222780_s_at,BAALC,BAALC,0.0207656394302397,703,0.0,413,558.0
237444_at,KIF13A,KIF13A,0.0414398521131333,200,0.0,921,560.5
232205_at,,232205_at,0.0315235272731699,368,0.0,758,563.0
219961_s_at,KIZ,KIZ,0.0214179839383316,676,0.0,450,563.0
243988_at,,243988_at,0.0269191629419137,477,0.0,652,564.5
201614_s_at,RUVBL1,RUVBL1,0.0743058696047499,25,0.0,1104,564.5
AFFX-HUMGAPDH/M33197_5_at,GAPDH,GAPDH,0.0272375251297906,467,0.0,663,565.0
224129_s_at,DPY30,DPY30,0.0124765718212859,1114,0.0,17,565.5
226770_at,MAGI3,MAGI3,0.0148412181852738,980,0.0,154,567.0
224743_at,IMPAD1,IMPAD1,0.01257657450961,1105,0.0,34,569.5
238642_at,ANKRD13D,ANKRD13D,0.0244281660194136,564,0.0,576,570.0
