gene,abs_coef,rank_abs_coef,importance_mean,rank_perm,rank_combined
204338_s_at,0.026472755125020425,498,0.0,1177,837.5
236949_at,0.019738072508598766,747,0.0,929,838.0
224970_at,0.0051867376488373175,1630,0.0,47,838.5
236274_at,0.018508035057033,791,0.0,887,839.0
216006_at,0.009100305066811108,1348,0.0,334,841.0
203999_at,0.024864132172462514,550,0.0,1133,841.5
210948_s_at,0.051366247469111746,95,0.0,1590,842.5
211715_s_at,0.05819797981984215,68,0.0,1618,843.0
216751_at,0.008853210677009562,1367,0.0,322,844.5
233868_x_at,0.019767096201743203,742,0.0,947,844.5
200898_s_at,0.03448127427531186,309,0.0,1380,844.5
217446_x_at,0.008661284790885708,1375,0.0,316,845.5
241387_at,0.01221887372720719,1132,0.0,561,846.5
232266_x_at,0.015506227880180393,941,0.0,754,847.5
233017_x_at,0.016215102455219454,904,0.0,793,848.5
202443_x_at,0.021849860497195808,661,0.0,1039,850.0
201527_at,0.02391115750591651,584,0.0,1117,850.5
227252_at,0.006085853479626808,1566,0.0,135,850.5
217773_s_at,0.009258060452185309,1338,0.0,364,851.0
223363_at,0.005855953190937511,1585,0.0,117,851.0
217815_at,0.009136112517433934,1345,0.0,359,852.0
242325_at,0.013020819933756969,1080,0.0,626,853.0
200875_s_at,0.033729193624166376,322,0.0,1384,853.0
239661_at,0.012718761081548569,1099,0.0,608,853.5
233229_at,0.018098487335307258,814,0.0,893,853.5
229793_at,0.01669172381883498,891,0.0,817,854.0
1559515_at,0.029193599086984396,423,0.0,1285,854.0
214771_x_at,0.055919770948582005,78,0.0,1633,855.5
214375_at,0.06169398324477295,59,0.0,1654,856.5
222430_s_at,0.010013877514245045,1283,0.0,430,856.5
243827_at,0.013403397224589584,1059,0.0,655,857.0
226246_at,0.00749118962613189,1476,0.0,238,857.0
212451_at,0.04303074266495245,180,0.0,1535,857.5
1562529_s_at,0.029008666399646176,426,0.0,1290,858.0
225407_at,0.007123310067780822,1507,0.0,210,858.5
239649_at,0.0125259197932221,1110,0.0,609,859.5
231695_at,0.01545821315752828,944,0.0,775,859.5
202858_at,0.025413626191101258,525,0.0,1203,864.0
200082_s_at,0.03955983976778723,231,0.0,1497,864.0
203605_at,0.024148978610115047,574,0.0,1154,864.0
222796_at,0.009490908910484899,1318,0.0,411,864.5
243648_at,0.014220381927379696,1010,0.0,721,865.5
1569641_at,0.03619451603531857,281,0.0,1451,866.0
224799_at,0.004714123755164209,1675,0.0,58,866.5
217766_s_at,0.008758177331526194,1370,0.0,365,867.5
1558784_at,0.0270341264550179,475,0.0,1264,869.5
215529_x_at,0.057305566735727176,73,0.0,1666,869.5
217717_s_at,0.008732652347371524,1371,0.0,370,870.5
235757_at,0.01770968310249736,844,0.0,900,872.0
217727_x_at,0.008648554844503597,1376,0.0,368,872.0
242357_x_at,0.013923579509068982,1028,0.0,718,873.0
201579_at,0.02252986174482637,638,0.0,1109,873.5
1566638_at,0.03598010699414685,285,0.0,1465,875.0
241368_at,0.011413646506769895,1189,0.0,562,875.5
223183_at,0.004596623220899935,1683,0.0,72,877.5
1556813_at,0.029595488093744213,410,0.0,1346,878.0
226675_s_at,0.00605479940748819,1569,0.0,188,878.5
225571_at,0.006235005812349189,1556,0.0,201,878.5
223461_at,0.004926622604758757,1648,0.0,113,880.5
211464_x_at,0.0420777633594949,190,0.0,1572,881.0
231825_x_at,0.014585784425036243,991,0.0,772,881.5
203776_at,0.023170792764453198,621,0.0,1142,881.5
204156_at,0.023575186866719604,606,0.0,1159,882.5
225870_s_at,0.00594237115181767,1575,0.0,191,883.0
212587_s_at,0.040659060846425926,211,0.0,1556,883.5
201947_s_at,0.019719735236519775,748,0.0,1019,883.5
224818_at,0.004277886560939049,1712,0.0,56,884.0
243683_at,0.013033093001960773,1079,0.0,690,884.5
1555931_at,0.029646079489824034,408,0.0,1362,885.0
236645_at,0.017186703194910388,860,0.0,910,885.0
211955_at,0.044596074731081826,162,0.0,1609,885.5
1561686_at,0.026957206045050072,476,0.0,1296,886.0
201577_at,0.02171267348665539,666,0.0,1110,888.0
241223_x_at,0.01068360473623275,1244,0.0,533,888.5
221903_s_at,0.008392208789656812,1401,0.0,378,889.5
219408_at,0.009548842903509802,1314,0.0,465,889.5
234505_at,0.01819524523344806,809,0.0,970,889.5
224667_x_at,0.003543993235149497,1775,0.0,5,890.0
200811_at,0.030514458973802665,387,0.0,1394,890.5
222358_x_at,0.008699866257327177,1374,0.0,407,890.5
202364_at,0.019898967177874875,737,0.0,1046,891.5
1555803_a_at,0.0293012408165931,420,0.0,1365,892.5
201415_at,0.02052598056793,719,0.0,1066,892.5
226999_at,0.004990200243904573,1643,0.0,146,894.5
236715_x_at,0.017310232469170163,856,0.0,936,896.0
223711_s_at,0.004502118246428258,1692,0.0,103,897.5
212197_x_at,0.036480961922197394,275,0.0,1520,897.5
235640_at,0.01668398970181047,892,0.0,905,898.5
213629_x_at,0.06250638531043201,54,0.0,1743,898.5
221853_s_at,0.008344303052092977,1404,0.0,395,899.5
225507_at,0.0056990570893392135,1594,0.0,205,899.5
1555284_at,0.028730635095172093,433,0.0,1367,900.0
204586_at,0.022666461556770337,635,0.0,1166,900.5
242916_at,0.012485518632046746,1112,0.0,692,902.0
200758_s_at,0.03005679779316021,402,0.0,1404,903.0
223662_x_at,0.004381841432707115,1702,0.0,108,905.0
224612_s_at,0.0031735857786933898,1798,0.0,12,905.0
231271_x_at,0.013900270214674822,1030,0.0,781,905.5
224163_s_at,0.003443466407955522,1781,0.0,30,905.5
229061_s_at,0.015033354430925601,974,0.0,838,906.0
243713_at,0.012383372466202042,1124,0.0,688,906.0
203157_s_at,0.02411779295397186,575,0.0,1239,907.0
240765_at,0.009623564540785978,1307,0.0,510,908.5
212532_s_at,0.03786035810186332,256,0.0,1561,908.5
203173_s_at,0.02394057605761606,582,0.0,1237,909.5
1563088_a_at,0.025306690471166595,535,0.0,1286,910.5
211858_x_at,0.04066062360885936,210,0.0,1612,911.0
202712_s_at,0.02343792052647058,610,0.0,1213,911.5
203264_s_at,0.023863230856195752,590,0.0,1234,912.0
218504_at,0.006979860520209361,1516,0.0,312,914.0
218155_x_at,0.0062168534949571955,1557,0.0,271,914.0
213479_at,0.05511191159203931,80,0.0,1749,914.5
208549_x_at,0.0729866126860583,28,0.0,1801,914.5
202659_at,0.023343316029058196,614,0.0,1216,915.0
214333_x_at,0.04610374335240889,142,0.0,1688,915.0
212033_at,0.039383110541313215,232,0.0,1600,916.0
207012_at,0.06083777600504622,60,0.0,1772,916.0
204711_at,0.05502247594739979,81,0.0,1752,916.5
1559591_s_at,0.025489055629357858,523,0.0,1311,917.0
224975_at,0.0033002962502528743,1789,0.0,46,917.5
225001_at,0.0032573132892792134,1793,0.0,44,918.5
240139_at,0.009591379585546907,1309,0.0,529,919.0
214682_at,0.04193254466132115,195,0.0,1644,919.5
223020_at,0.003853583215944451,1753,0.0,87,920.0
229312_s_at,0.014213998714977808,1011,0.0,830,920.5
223037_at,0.0037088855905067454,1760,0.0,86,923.0
202242_at,0.018552409910056925,788,0.0,1058,923.0
213457_at,0.04515371762412935,156,0.0,1691,923.5
203297_s_at,0.023221966836100106,618,0.0,1231,924.5
208623_s_at,0.06345744533623322,53,0.0,1797,925.0
1552536_at,0.025996848611857273,512,0.0,1339,925.5
212661_x_at,0.035087111061922624,302,0.0,1550,926.0
234989_at,0.017145294628165973,864,0.0,990,927.0
43427_at,0.011692432848037875,1177,0.0,677,927.0
212377_s_at,0.032391292871928844,352,0.0,1504,928.0
212894_at,0.03959317065854843,230,0.0,1626,928.0
1558739_at,0.023858656842981708,592,0.0,1266,929.0
238622_at,0.01002137049106619,1281,0.0,577,929.0
218138_at,0.005849141223051023,1586,0.0,272,929.0
235601_at,0.015843900740863663,923,0.0,938,930.5
242671_at,0.011906509294411904,1160,0.0,702,931.0
227178_at,0.0041630127925850755,1724,0.0,138,931.0
227663_at,0.004667133933840679,1678,0.0,185,931.5
218415_at,0.005546303438288846,1610,0.0,254,932.0
225556_at,0.004829267660530566,1662,0.0,203,932.5
244646_at,0.010812556843208946,1234,0.0,632,933.0
215269_at,0.04201523664117492,192,0.0,1675,933.5
223480_s_at,0.003730738815267595,1757,0.0,112,934.5
218679_s_at,0.006064356616072449,1568,0.0,301,934.5
202320_at,0.018056828065621346,818,0.0,1051,934.5
227897_at,0.004500779870378273,1693,0.0,177,935.0
214428_x_at,0.04030134594329481,219,0.0,1652,935.5
208713_at,0.050626393607661024,104,0.0,1768,936.0
230590_at,0.01415873949788933,1015,0.0,857,936.0
220488_s_at,0.008635422112960527,1377,0.0,496,936.5
203567_s_at,0.020456599035837804,721,0.0,1155,938.0
242195_x_at,0.009300927524786352,1336,0.0,540,938.0
225771_at,0.004581906069400821,1685,0.0,194,939.5
219134_at,0.005763394418690417,1591,0.0,289,940.0
202724_s_at,0.021664397071902937,669,0.0,1212,940.5
205871_at,0.07475481225276576,24,0.0,1859,941.5
235112_at,0.01632252891742592,899,0.0,984,941.5
218788_s_at,0.00578560787479413,1589,0.0,297,943.0
203656_at,0.019899985273223314,736,0.0,1152,944.0
47608_at,0.011047533401089653,1214,0.0,676,945.0
224771_at,0.0027287660698080076,1829,0.0,61,945.0
201410_at,0.018375141506589178,797,0.0,1094,945.5
201241_at,0.01820570160266484,807,0.0,1086,946.5
201387_s_at,0.017970223640382175,825,0.0,1070,947.5
200981_x_at,0.02716362080735211,470,0.0,1427,948.5
212537_x_at,0.033011953589749635,339,0.0,1560,949.5
202501_at,0.017152020641563213,863,0.0,1036,949.5
220071_x_at,0.007735768325647559,1451,0.0,448,949.5
242608_x_at,0.011338495893444413,1192,0.0,707,949.5
1569854_at,0.027857081934821396,451,0.0,1449,950.0
221488_s_at,0.007597113054572137,1464,0.0,439,951.5
200823_x_at,0.02581948214936654,516,0.0,1388,952.0
226382_at,0.00475390623504474,1672,0.0,233,952.5
233816_at,0.015223276616423323,960,0.0,949,954.5
202813_at,0.020764470768879585,704,0.0,1206,955.0
234981_x_at,0.015905042486077492,920,0.0,991,955.5
205761_s_at,0.06438428594973962,49,0.0,1862,955.5
201255_x_at,0.017955894785132664,827,0.0,1084,955.5
201186_at,0.018037544905713743,821,0.0,1093,957.0
235154_at,0.015603707179535437,933,0.0,982,957.5
224628_at,0.0015834200920257834,1909,0.0,9,959.0
201269_s_at,0.017798814007988217,838,0.0,1081,959.5
200906_s_at,0.025967896126495207,513,0.0,1407,960.0
225330_at,0.004323972888611277,1708,0.0,214,961.0
238747_at,0.009066596936471322,1352,0.0,570,961.0
200780_x_at,0.025567011856191913,520,0.0,1403,961.5
202336_s_at,0.01696210547845594,874,0.0,1049,961.5
219319_at,0.006455842975292848,1549,0.0,375,962.0
201522_x_at,0.018218053137739356,806,0.0,1119,962.5
240503_at,0.008269678010429568,1408,0.0,517,962.5
61874_at,0.01055400828683023,1257,0.0,669,963.0
229467_at,0.012672784034820939,1100,0.0,827,963.5
200642_at,0.028079489502449078,445,0.0,1483,964.0
225446_at,0.004140342958799008,1726,0.0,208,967.0
218935_at,0.005029896751474444,1641,0.0,294,967.5
204343_at,0.019421889949849606,761,0.0,1176,968.5
243350_at,0.01119722295202854,1203,0.0,734,968.5
1565844_at,0.027188680195199547,469,0.0,1468,968.5
204619_s_at,0.018986764057488996,775,0.0,1163,969.0
239449_at,0.009459203132848999,1322,0.0,616,969.0
224462_s_at,0.0012666104332040317,1923,0.0,16,969.5
213693_s_at,0.04143441629497002,201,0.0,1739,970.0
220113_x_at,0.007250517020154549,1496,0.0,445,970.5
219203_at,0.0048601520618140924,1657,0.0,287,972.0
209291_at,0.06713395065035017,39,0.0,1906,972.5
203798_s_at,0.018235851884142854,805,0.0,1141,973.0
224057_s_at,0.001950199868066634,1884,0.0,63,973.5
239597_at,0.009309431901457645,1335,0.0,612,973.5
1554675_a_at,0.023625242376503517,604,0.0,1345,974.5
224187_x_at,0.0012959567772523042,1920,0.0,29,974.5
237475_x_at,0.013887692842808011,1031,0.0,919,975.0
204930_s_at,0.04930784736213191,120,0.0,1831,975.5
203413_at,0.02023178345759452,727,0.0,1225,976.0
206483_at,0.046804681651666236,139,0.0,1815,977.0
217840_at,0.005664948300257355,1597,0.0,357,977.0
37796_at,0.010128700086476603,1275,0.0,681,978.0
223223_at,0.002222130889945071,1862,0.0,96,979.0
204002_s_at,0.01795550063887969,828,0.0,1132,980.0
239889_at,0.008925874887844854,1362,0.0,599,980.5
206973_at,0.04211016994829612,189,0.0,1773,981.0
214782_at,0.033458758793343354,330,0.0,1632,981.0
232778_at,0.011780038340265883,1168,0.0,797,982.5
213015_at,0.03800654201096126,255,0.0,1711,983.0
210640_s_at,0.06234723505696149,55,0.0,1912,983.5
232541_at,0.011836728914228855,1164,0.0,803,983.5
218628_at,0.004813166893459205,1663,0.0,305,984.0
1557721_at,0.021068084177176073,690,0.0,1278,984.0
208228_s_at,0.0444477746703974,164,0.0,1805,984.5
242369_x_at,0.010569030535496057,1256,0.0,716,986.0
222418_s_at,0.00655442398534491,1539,0.0,433,986.0
237040_at,0.013733671710360247,1045,0.0,927,986.0
210461_s_at,0.06353919127840975,52,0.0,1922,987.0
202852_s_at,0.019136120951349495,771,0.0,1204,987.5
230262_at,0.012510664017762874,1111,0.0,865,988.0
210524_x_at,0.06174501878125592,57,0.0,1920,988.5
211993_at,0.03120246518655562,376,0.0,1603,989.5
237768_x_at,0.013290769022100154,1065,0.0,914,989.5
1559419_at,0.02032549116582046,725,0.0,1254,989.5
235990_at,0.0129068228630235,1089,0.0,892,990.5
212273_x_at,0.027080476277437846,472,0.0,1511,991.5
204610_s_at,0.018050243538427043,819,0.0,1164,991.5
1566783_at,0.025705065166799927,519,0.0,1464,991.5
210701_at,0.05036627135951898,107,0.0,1877,992.0
202021_x_at,0.01492698695000797,977,0.0,1011,994.0
1554863_s_at,0.023267146183135527,616,0.0,1372,994.0
204745_x_at,0.04537497375795308,149,0.0,1839,994.0
243593_s_at,0.010256492254107873,1267,0.0,724,995.5
232471_at,0.011557833411629366,1184,0.0,807,995.5
208121_s_at,0.04295120227473367,184,0.0,1807,995.5
233700_at,0.01374926755193827,1043,0.0,952,997.5
202544_at,0.017453305485295546,852,0.0,1143,997.5
225003_at,0.0006577388410639049,1953,0.0,43,998.0
226647_at,0.003045933566295191,1807,0.0,190,998.5
210011_s_at,0.049419483747466304,117,0.0,1881,999.0
212266_s_at,0.0267348256776281,487,0.0,1514,1000.5
220966_x_at,0.006806848359990864,1524,0.0,480,1002.0
242014_at,0.007612674332200891,1461,0.0,543,1002.0
214723_x_at,0.03181819690082561,365,0.0,1640,1002.5
212270_x_at,0.02656159728270905,492,0.0,1513,1002.5
235009_at,0.014035482016322796,1022,0.0,988,1005.0
201217_x_at,0.015903502030832448,921,0.0,1090,1005.5
1553357_at,0.021362751254777435,679,0.0,1333,1006.0
1559391_s_at,0.019564576312671264,755,0.0,1257,1006.0
207504_at,0.03803404004083311,254,0.0,1760,1007.0
240112_at,0.007344586310955722,1486,0.0,530,1008.0
218664_at,0.00422624429225983,1715,0.0,302,1008.5
237937_x_at,0.012153016194536582,1140,0.0,877,1008.5
224825_at,0.0005062037235174332,1963,0.0,55,1009.0
227556_at,0.002240106235244935,1859,0.0,160,1009.5
213009_s_at,0.03456672867357064,307,0.0,1712,1009.5
229917_at,0.012105215470904943,1147,0.0,873,1010.0
217077_s_at,0.004393684485220463,1700,0.0,320,1010.0
208953_at,0.05699336802767798,76,0.0,1944,1010.0
211962_s_at,0.029553235358337433,412,0.0,1608,1010.0
226579_at,0.003181491266533247,1796,0.0,225,1010.5
242972_at,0.009389332298644219,1330,0.0,691,1010.5
1568986_x_at,0.024370221065687,567,0.0,1457,1012.0
211378_x_at,0.027934593563817122,448,0.0,1576,1012.0
214890_s_at,0.03190133834511571,364,0.0,1660,1012.0
204663_at,0.017177275652217244,862,0.0,1162,1012.0
203720_s_at,0.01691016604268567,876,0.0,1149,1012.5
218546_at,0.0042663703526491315,1714,0.0,311,1012.5
201232_s_at,0.015548818924339652,939,0.0,1087,1013.0
202173_s_at,0.015134582763636483,966,0.0,1062,1014.0
209192_x_at,0.06572616030975523,43,0.0,1985,1014.0
201347_x_at,0.015297096684761907,957,0.0,1073,1015.0
209950_s_at,0.04543995713177383,148,0.0,1884,1016.0
232305_at,0.01065805730710296,1249,0.0,784,1016.5
221908_at,0.005013460115665566,1642,0.0,391,1016.5
204324_s_at,0.017320640918803382,855,0.0,1178,1016.5
212832_s_at,0.026534957250707064,493,0.0,1541,1017.0
203694_s_at,0.016815925673293847,885,0.0,1150,1017.5
234969_s_at,0.013745555569794041,1044,0.0,992,1018.0
213636_at,0.03537558470963021,296,0.0,1742,1019.0
220948_s_at,0.006175865574010563,1559,0.0,481,1020.0
228775_at,0.006559500331598527,1538,0.0,502,1020.0
209424_s_at,0.04581833374888823,144,0.0,1898,1021.0
205521_at,0.043806476845583524,171,0.0,1873,1022.0
211978_x_at,0.028570447132028196,438,0.0,1606,1022.0
229039_at,0.011174391010528062,1206,0.0,839,1022.5
240830_at,0.0065973957073345,1536,0.0,509,1022.5
235070_at,0.013385296386089731,1060,0.0,985,1022.5
202737_s_at,0.017841510881306106,834,0.0,1211,1022.5
217890_s_at,0.00449219177563937,1694,0.0,353,1023.5
212923_s_at,0.033465264525866345,329,0.0,1718,1023.5
228882_at,0.011177741038503674,1205,0.0,843,1024.0
218059_at,0.004100067730643429,1735,0.0,313,1024.0
225304_s_at,0.0026781981777820284,1835,0.0,215,1025.0
212624_s_at,0.026495857829048078,497,0.0,1554,1025.5
215290_at,0.031163916730470965,378,0.0,1673,1025.5
203000_at,0.017185407784726426,861,0.0,1191,1026.0
233204_at,0.010007082029239174,1285,0.0,768,1026.5
235567_at,0.012480102308443677,1113,0.0,940,1026.5
218488_at,0.0035704310003410534,1773,0.0,283,1028.0
203466_at,0.017058838855604875,868,0.0,1189,1028.5
1554964_x_at,0.0211526463003024,687,0.0,1370,1028.5
242428_at,0.009112882264135902,1346,0.0,712,1029.0
214020_x_at,0.033191416261866245,334,0.0,1725,1029.5
218086_at,0.003378605389035005,1783,0.0,279,1031.0
213268_at,0.032062902918860894,359,0.0,1703,1031.0
215383_x_at,0.030343988316402816,392,0.0,1671,1031.5
222380_s_at,0.005182767521892551,1631,0.0,437,1034.0
239071_at,0.007827502149405627,1445,0.0,624,1034.5
225240_s_at,0.00237365543467278,1852,0.0,218,1035.0
1570021_at,0.023147072930945225,622,0.0,1448,1035.0
203814_s_at,0.01560066615006173,934,0.0,1139,1036.5
222514_at,0.004928380527847725,1647,0.0,426,1036.5
220261_s_at,0.0056098799398261534,1604,0.0,469,1036.5
1558592_at,0.018281648241722567,803,0.0,1270,1036.5
214806_at,0.02815877570305848,443,0.0,1631,1037.0
232386_at,0.010350119908902378,1264,0.0,811,1037.5
232215_x_at,0.009477074007272972,1319,0.0,757,1038.0
219660_s_at,0.005370281567132169,1619,0.0,457,1038.0
200638_s_at,0.02386177340928646,591,0.0,1486,1038.5
206766_at,0.03515369269767235,299,0.0,1779,1039.0
211972_x_at,0.02715605271913836,471,0.0,1607,1039.0
221062_at,0.0056156128420164165,1602,0.0,477,1039.5
200863_s_at,0.020968252588890776,694,0.0,1385,1039.5
210758_at,0.033402337533871805,332,0.0,1750,1041.0
200721_s_at,0.02244532408937913,644,0.0,1440,1042.0
1555272_at,0.020549513350905865,716,0.0,1369,1042.5
238715_at,0.00709156058361424,1512,0.0,573,1042.5
234788_x_at,0.012865814916877166,1092,0.0,995,1043.5
211373_s_at,0.02606899503836907,510,0.0,1577,1043.5
212736_at,0.024969718539723754,544,0.0,1543,1043.5
200064_at,0.022210572308331518,650,0.0,1441,1045.5
226296_s_at,0.002278671306157574,1856,0.0,236,1046.0
1561362_at,0.018327293631301384,800,0.0,1299,1049.5
220979_s_at,0.005358465906956031,1620,0.0,479,1049.5
232347_x_at,0.009960705001391599,1288,0.0,812,1050.0
243_g_at,0.0077454664780561904,1450,0.0,650,1050.0
209295_at,0.04171619357775969,197,0.0,1905,1051.0
205325_at,0.036036586809710246,283,0.0,1819,1051.0
202309_at,0.01351439709165984,1053,0.0,1052,1052.5
207035_at,0.03308201988772125,336,0.0,1771,1053.5
222558_at,0.004593931300504759,1684,0.0,423,1053.5
202391_at,0.013346618211417704,1062,0.0,1045,1053.5
219862_s_at,0.004862335331376844,1656,0.0,453,1054.5
200810_s_at,0.020584610301349015,714,0.0,1395,1054.5
223248_at,0.00021007831243968753,1986,0.0,124,1055.0
221829_s_at,0.004277100262660381,1713,0.0,397,1055.0
202205_at,0.013553553739323498,1051,0.0,1059,1055.0
218220_at,0.002493672756755671,1847,0.0,265,1056.0
235396_at,0.012161851561011112,1139,0.0,976,1057.5
236916_at,0.011547251222261157,1185,0.0,931,1058.0
202145_at,0.01296896433079564,1084,0.0,1033,1058.5
202941_at,0.015823612650049095,924,0.0,1195,1059.5
221620_s_at,0.0042107437332881996,1718,0.0,401,1059.5
225387_at,0.001595500629314505,1908,0.0,211,1059.5
233506_at,0.011860383284074079,1163,0.0,957,1060.0
218623_at,0.002933254403427669,1815,0.0,307,1061.0
211765_x_at,0.026127686648200654,507,0.0,1615,1061.0
219896_at,0.004757750934161,1671,0.0,452,1061.5
218579_s_at,0.002882737071165536,1819,0.0,309,1064.0
201164_s_at,0.016882843772642004,878,0.0,1251,1064.5
34225_at,0.007845684703581803,1444,0.0,685,1064.5
203122_at,0.016727131095379263,888,0.0,1242,1065.0
221797_at,0.004110405090183498,1732,0.0,398,1065.0
217482_at,0.00333342410212213,1787,0.0,345,1066.0
216977_x_at,0.00296440996906563,1811,0.0,321,1066.0
228959_at,0.009821405781648638,1294,0.0,841,1067.5
211685_s_at,0.02596469962887809,514,0.0,1621,1067.5
211296_x_at,0.024734536601678132,556,0.0,1580,1068.0
225568_at,0.0010445334809538324,1935,0.0,202,1068.5
1557685_at,0.017285588622642813,858,0.0,1279,1068.5
236610_at,0.01082709612228388,1231,0.0,908,1069.5
209093_s_at,0.045653854687730214,146,0.0,1994,1070.0
239179_at,0.006815743711204058,1523,0.0,619,1071.0
233243_at,0.01170486925092382,1175,0.0,967,1071.0
1558299_at,0.016967773225002324,873,0.0,1273,1073.0
221495_s_at,0.004042966980468671,1740,0.0,406,1073.0
207829_s_at,0.03312187974193044,335,0.0,1812,1073.5
1554963_at,0.01874733933800512,778,0.0,1371,1074.5
217225_x_at,0.0026836102915196885,1833,0.0,318,1075.5
215385_at,0.026818915027829963,482,0.0,1670,1076.0
221923_s_at,0.0037036771794319127,1763,0.0,390,1076.5
221449_s_at,0.004632649182217406,1682,0.0,471,1076.5
232003_at,0.008311252316716488,1405,0.0,753,1079.0
235716_at,0.010528131040193121,1258,0.0,901,1079.5
206652_at,0.030965362001827222,379,0.0,1780,1079.5
203616_at,0.014283550852177479,1007,0.0,1153,1080.0
233319_x_at,0.01121620004238122,1200,0.0,962,1081.0
200812_at,0.019126321480325986,772,0.0,1392,1082.0
1561631_at,0.01707832995774554,867,0.0,1298,1082.5
212573_at,0.02340614089094775,611,0.0,1558,1084.5
201267_s_at,0.012909108307146306,1088,0.0,1082,1085.0
229300_at,0.00923832283826993,1341,0.0,831,1086.0
208703_s_at,0.03066448185760806,385,0.0,1787,1086.0
213132_s_at,0.02728977580208663,465,0.0,1707,1086.0
220183_s_at,0.004120667621517401,1731,0.0,443,1087.0
220316_at,0.004107219339320413,1734,0.0,441,1087.5
232516_x_at,0.008769851855657835,1369,0.0,806,1087.5
226195_at,0.0010190308335347952,1940,0.0,239,1089.5
229961_x_at,0.009594017816170019,1308,0.0,872,1090.0
212837_at,0.02249372642203634,642,0.0,1539,1090.5
233869_x_at,0.010784070182997624,1236,0.0,946,1091.0
204206_at,0.014011258322545057,1023,0.0,1160,1091.5
217965_s_at,0.0020642866181891264,1869,0.0,315,1092.0
1569302_at,0.02012015408646499,729,0.0,1455,1092.0
230064_at,0.009547072752568973,1315,0.0,869,1092.0
1556950_s_at,0.017040629587403266,870,0.0,1314,1092.0
212954_at,0.027224568119166324,468,0.0,1717,1092.5
200613_at,0.02103800141530423,691,0.0,1494,1092.5
234762_x_at,0.01139803932940592,1190,0.0,996,1093.0
242990_at,0.0075881603536908085,1466,0.0,720,1093.0
222423_at,0.0037854953492370436,1755,0.0,432,1093.5
205550_s_at,0.03412298795928271,315,0.0,1872,1093.5
1553313_s_at,0.017340519547368326,854,0.0,1334,1094.0
209258_s_at,0.04037241756343707,217,0.0,1971,1094.0
234906_at,0.011284246203972925,1195,0.0,994,1094.5
220999_s_at,0.004297176411675285,1711,0.0,478,1094.5
201123_s_at,0.018795590837733623,777,0.0,1414,1095.5
231986_at,0.007981045181481183,1426,0.0,767,1096.5
206562_s_at,0.030754779039570947,381,0.0,1813,1097.0
205514_at,0.03380729837086255,320,0.0,1874,1097.0
203079_s_at,0.015421814259459536,949,0.0,1247,1098.0
204365_s_at,0.01400540721880971,1024,0.0,1173,1098.5
234282_at,0.010852648328194747,1229,0.0,969,1099.0
212728_at,0.022073679299484422,654,0.0,1544,1099.0
243768_at,0.006531398408642509,1542,0.0,656,1099.0
226627_at,0.00036744507308980357,1977,0.0,223,1100.0
202530_at,0.013126138192406966,1074,0.0,1126,1100.0
211493_x_at,0.022827068514834074,630,0.0,1570,1100.0
203017_s_at,0.014662676055121815,984,0.0,1220,1102.0
232426_at,0.008449045888919232,1396,0.0,809,1102.5
201619_at,0.012630095432609855,1103,0.0,1103,1103.0
225379_at,2.4536862884532026e-05,1997,0.0,212,1104.5
242748_at,0.007063542806941006,1513,0.0,698,1105.5
229293_at,0.008594198705020649,1380,0.0,832,1106.0
235376_at,0.010810151540455538,1235,0.0,978,1106.5
208248_x_at,0.029567164537452294,411,0.0,1803,1107.0
212242_at,0.02083843186278444,701,0.0,1516,1108.5
215714_s_at,0.0020392052558451694,1875,0.0,342,1108.5
207170_s_at,0.027814025809830473,453,0.0,1764,1108.5
242579_at,0.007105072655597577,1511,0.0,708,1109.5
229537_at,0.00846355069926783,1394,0.0,825,1109.5
1554213_at,0.016548543803986165,894,0.0,1326,1110.0
202168_at,0.01149023186063659,1186,0.0,1035,1110.5
52255_s_at,0.006398039761544789,1551,0.0,672,1111.5
204685_s_at,0.020419877162675168,723,0.0,1500,1111.5
242829_x_at,0.006739171605098837,1530,0.0,694,1112.0
202802_at,0.014101558471171482,1019,0.0,1207,1113.0
1552302_at,0.016827096845811917,883,0.0,1343,1113.0
244334_at,0.005633942130117286,1600,0.0,628,1114.0
226024_at,0.00023507703198287998,1985,0.0,243,1114.0
238049_at,0.005123939504164873,1636,0.0,593,1114.5
214548_x_at,0.023930469802437317,583,0.0,1649,1116.0
232253_at,0.007491076881946578,1477,0.0,756,1116.5
205172_x_at,0.029527550805917645,414,0.0,1823,1118.5
206826_at,0.027468030332615048,462,0.0,1776,1119.0
212878_s_at,0.020786537875433386,702,0.0,1536,1119.0
204246_s_at,0.013471348126311636,1055,0.0,1183,1119.0
212062_at,0.022495553402961967,641,0.0,1598,1119.5
238890_at,0.0049586033272266275,1645,0.0,595,1120.0
1562898_at,0.015327927777905056,952,0.0,1288,1120.0
238658_at,0.004790535168293915,1667,0.0,574,1120.5
216602_s_at,0.001341629734419238,1918,0.0,325,1121.5
217932_at,0.0017569085168866452,1893,0.0,351,1122.0
221504_s_at,0.002580611086205944,1843,0.0,405,1124.0
239603_x_at,0.005081954681491201,1638,0.0,611,1124.5
209252_at,0.03640080959863778,278,0.0,1973,1125.5
209583_s_at,0.03133302378661161,374,0.0,1878,1126.0
218117_at,0.0003723770595173765,1976,0.0,277,1126.5
218037_at,0.0009818423766762528,1943,0.0,314,1128.5
229811_at,0.007885496787687978,1441,0.0,816,1128.5
