gene,F_score,p_value
242608_x_at,30.82225085777477,3.971626607146299e-07
242014_at,30.81950531421262,3.9756237450781113e-07
210736_x_at,30.80729452833995,3.9934511468979457e-07
243915_at,30.772699970792825,4.0444057911213956e-07
234788_x_at,30.76575229649913,4.054719418696404e-07
208308_s_at,30.72303330914421,4.118731563683096e-07
213366_x_at,30.695091423773523,4.16116215691068e-07
232215_x_at,30.655451840461968,4.222128364258963e-07
205787_x_at,30.645744928696026,4.2371972016837107e-07
232541_at,30.60154378099604,4.30651655126646e-07
224689_at,30.57815230867687,4.343671374523687e-07
241215_at,30.564598887339834,4.365350149614296e-07
201214_s_at,30.554659227612838,4.3813193657499927e-07
227959_at,30.480935858732234,4.501654919788674e-07
241223_x_at,30.476614643927462,4.5088128036030993e-07
221155_x_at,30.446466490202425,4.5590784506815076e-07
215600_x_at,30.441818217022306,4.566879564337173e-07
211072_x_at,30.37079170070935,4.687803834650832e-07
236949_at,30.333338253674366,4.752889902998229e-07
217713_x_at,30.328553931446425,4.761270688160688e-07
201648_at,30.32820115401713,4.761889255963125e-07
224567_x_at,30.31471612169875,4.785596255191098e-07
1566638_at,30.313378107174557,4.787955123079988e-07
224462_s_at,30.312418895944145,4.789646910993704e-07
217738_at,30.30124233411701,4.809404686349017e-07
204663_at,30.29926633071982,4.812906545553834e-07
241391_at,30.269715312366042,4.865590509612102e-07
200968_s_at,30.249361583610266,4.902221919071149e-07
244610_x_at,30.209737574068235,4.974350268190773e-07
1558275_at,30.141362942059,5.101390323738924e-07
204786_s_at,30.08874185547711,5.201428553220001e-07
202343_x_at,30.04417203478236,5.2877372403339e-07
236571_at,30.036447804135275,5.302844126154698e-07
203999_at,30.02675235885777,5.321869094767948e-07
1560116_a_at,29.97770447309013,5.419194782764236e-07
233017_x_at,29.962062250898118,5.450616999686632e-07
243768_at,29.953070324757828,5.468764778330672e-07
238049_at,29.948138946261007,5.478743800678433e-07
233313_at,29.94079272437339,5.49364417227935e-07
202785_at,29.921525534645234,5.532922141052045e-07
202074_s_at,29.85223008755886,5.676590010917029e-07
201090_x_at,29.8262493573741,5.731438631491795e-07
224366_s_at,29.8111622093577,5.763539296080251e-07
203694_s_at,29.666969379259378,6.079821934207554e-07
200720_s_at,29.655017458414306,6.106826332738827e-07
202868_s_at,29.65115085542433,6.115588985404182e-07
233869_x_at,29.61919728259183,6.188500142593683e-07
233449_at,29.596918096587338,6.239864739496293e-07
242372_s_at,29.595592051685745,6.242935718039649e-07
221263_s_at,29.540968366861687,6.370798207498176e-07
214728_x_at,29.461016298367344,6.562822675063409e-07
200802_at,29.435836038674083,6.624523611512433e-07
208813_at,29.415113649287225,6.675748353950282e-07
36907_at,29.39258141236611,6.731909317323942e-07
207789_s_at,29.37759843657422,6.769522659385554e-07
1554671_a_at,29.374837052824084,6.776478398870649e-07
201728_s_at,29.365257832619253,6.800664821179758e-07
219375_at,29.35238151842642,6.833315935697719e-07
243005_at,29.32687814642475,6.898462727895651e-07
243233_at,29.320845251093186,6.913966569183655e-07
239497_at,29.318272096567267,6.92059017232047e-07
222425_s_at,29.29853154183865,6.971622198548378e-07
208906_at,29.29589791423799,6.978459677593199e-07
234562_x_at,29.281299088425463,7.016486693464631e-07
1316_at,29.215312454556265,7.191044962837717e-07
50221_at,29.204078893972405,7.221203629773938e-07
243988_at,29.187972231614765,7.264672156914364e-07
235213_at,29.17432393532877,7.301716607238053e-07
205738_s_at,29.14802838371576,7.373637029293715e-07
202433_at,29.142665220683288,7.388394911815105e-07
205594_at,29.11427944505705,7.467011702730654e-07
213476_x_at,29.063567198907524,7.609611392525442e-07
1556950_s_at,29.052789884003477,7.640275591950804e-07
1562062_at,29.029477594327524,7.707040387498278e-07
208722_s_at,29.018021316103756,7.74006992422184e-07
212033_at,29.01039251704415,7.762145172857531e-07
220744_s_at,28.98421249049372,7.838395114484169e-07
222621_at,28.967655458354272,7.887015014564631e-07
230713_at,28.960617290837288,7.907776488622268e-07
209268_at,28.913963327851082,8.046826598271405e-07
214707_x_at,28.91366701337459,8.047717740010563e-07
204216_s_at,28.876983324957422,8.158828614658219e-07
242428_at,28.85041187517691,8.240294742980307e-07
222594_s_at,28.82367762712943,8.323104349866915e-07
237072_at,28.822897103254686,8.325534845754622e-07
243329_at,28.791594588425305,8.42361259368452e-07
233152_x_at,28.77361634986865,8.48047874660094e-07
229319_at,28.7583767082582,8.528991629160362e-07
243184_at,28.729551821016717,8.621532722547761e-07
214548_x_at,28.70972188759239,8.685794801161958e-07
203413_at,28.64624619863859,8.894829346561541e-07
211962_s_at,28.645864211893464,8.896102821844278e-07
1552362_a_at,28.641309425310954,8.911302116404689e-07
237790_at,28.635398281121144,8.93106738996547e-07
243593_s_at,28.613942539253348,9.003189165306977e-07
225905_s_at,28.609649607178344,9.017691267572944e-07
43427_at,28.596222920838226,9.063203656477235e-07
203813_s_at,28.581127981101663,9.114653052600737e-07
1558732_at,28.542405649263635,9.24801157460318e-07
201502_s_at,28.514732060703857,9.344546563374595e-07
234086_at,28.50925868871831,9.363761974497662e-07
1566079_at,28.508270262971074,9.367236377535535e-07
209225_x_at,28.473856510526904,9.489033929159778e-07
222380_s_at,28.461909222114333,9.531697717967548e-07
239102_s_at,28.424805148207366,9.665458286390938e-07
231825_x_at,28.40563029352838,9.735338814683172e-07
1554500_a_at,28.39865307621535,9.760895201319637e-07
235327_x_at,28.349323134370454,9.943561856552189e-07
209818_s_at,28.336584236669918,9.991302052046108e-07
201232_s_at,28.305733790874797,1.0107895959374878e-06
1566887_x_at,28.276892349334783,1.021816264513644e-06
200901_s_at,28.259591715810654,1.0284899274952756e-06
212296_at,28.242620918064674,1.035079909847363e-06
1552735_at,28.23017973780597,1.0399385536337742e-06
201628_s_at,28.206601976355866,1.0492107969174833e-06
217482_at,28.191123111946666,1.0553442368996748e-06
207877_s_at,28.144608409290818,1.073998329383413e-06
217576_x_at,28.143596421393156,1.074407921133506e-06
210792_x_at,28.141320661926336,1.0753295983694232e-06
202507_s_at,28.124226789198254,1.0822786174798052e-06
223185_s_at,28.115219462779752,1.0859588456202748e-06
236617_at,28.10780585368454,1.0889975637282072e-06
1559375_s_at,28.102237971174972,1.0912854968111062e-06
1559419_at,28.086678644017404,1.0977053190176405e-06
223107_s_at,28.066346268466624,1.1061530946478629e-06
215588_x_at,28.04673507939384,1.1143645753019353e-06
203445_s_at,28.04556492046229,1.1148565145488879e-06
1559060_a_at,28.00786028324447,1.1308277978293e-06
204219_s_at,27.9886137040743,1.1390709617706234e-06
227062_at,27.96339207940884,1.1499668283156938e-06
208870_x_at,27.938969808815795,1.1606195230048958e-06
243300_at,27.93300302533563,1.1632375517492717e-06
224666_at,27.92225955910262,1.167966754012803e-06
200820_at,27.918369508674285,1.1696839999886997e-06
242431_at,27.912671208560752,1.1722041785507555e-06
1559436_x_at,27.88938802357786,1.1825597562452212e-06
242671_at,27.8853953830267,1.1843449759817082e-06
212923_s_at,27.862948402885603,1.1944333585061005e-06
210758_at,27.856112794550118,1.1975230173645142e-06
242990_at,27.82026242781505,1.2138623088611737e-06
232058_at,27.813746494474557,1.2168565679662931e-06
244530_at,27.81105471195221,1.2180957355754358e-06
237868_x_at,27.80161945482375,1.2224495311907113e-06
242195_x_at,27.78792086353492,1.2287990972776157e-06
203517_at,27.781189308787564,1.231931723451643e-06
232280_at,27.77337580135953,1.2355781527716132e-06
1563130_a_at,27.751010520710658,1.2460771227561468e-06
52255_s_at,27.742478586735903,1.250106417904226e-06
212639_x_at,27.73503251893969,1.2536338499812047e-06
201313_at,27.72851936106355,1.2567277258219365e-06
233041_x_at,27.700086071316385,1.2703263234409726e-06
200955_at,27.686478313007306,1.2768878634366691e-06
205711_x_at,27.66811136435879,1.2857995552257612e-06
244357_at,27.641651620628522,1.2987504799564275e-06
232426_at,27.64077852062013,1.2991801045612337e-06
226627_at,27.639023011569698,1.3000443768626282e-06
200639_s_at,27.58429728490071,1.32728557470774e-06
218488_at,27.568055266344434,1.3354829228660322e-06
202178_at,27.5142569921869,1.3630086863842055e-06
200966_x_at,27.50094079894873,1.3699115301149296e-06
242819_at,27.490340220613916,1.3754323501027826e-06
225733_at,27.4151236988271,1.4152683476601661e-06
228546_at,27.397971223675953,1.4245175825847434e-06
243496_at,27.397346108950693,1.4248558387203774e-06
235850_at,27.380426139303715,1.4340428562433038e-06
204247_s_at,27.37919718074497,1.4347125110093252e-06
201322_at,27.372084124494826,1.4385947101607702e-06
211386_at,27.333413199868986,1.4598905576012254e-06
222339_x_at,27.298533354337163,1.4793767433366441e-06
200637_s_at,27.292271327394815,1.4829033492130688e-06
215179_x_at,27.28930565826122,1.4845765504240234e-06
226999_at,27.250933376251393,1.5064017357830713e-06
234723_x_at,27.248942339779507,1.5075431519483086e-06
233702_x_at,27.240245374011764,1.5125393631567378e-06
206766_at,27.2128670934253,1.5283790414911639e-06
201047_x_at,27.198796930992938,1.5365855847746134e-06
202154_x_at,27.18492045229427,1.5447235519852367e-06
216745_x_at,27.178171746212676,1.5486973901437338e-06
201255_x_at,27.175104424061825,1.5505069940017669e-06
206275_s_at,27.170890414411033,1.5529966466773804e-06
224280_s_at,27.161942005905644,1.558297043795422e-06
208246_x_at,27.148746987571514,1.5661467950697296e-06
242319_at,27.09984338727723,1.5955960964362555e-06
1569302_at,27.065721785467147,1.6164806297737992e-06
209860_s_at,27.06426378196101,1.617379256031448e-06
229818_at,27.061634001613026,1.6190013948244437e-06
58780_s_at,27.042349999809222,1.6309476655561599e-06
203909_at,27.042287183585334,1.630986727442576e-06
202041_s_at,27.040155448814975,1.6323129042616229e-06
227453_at,27.01818576959707,1.64604528077672e-06
232696_at,26.99027877346131,1.6636603371742646e-06
1555881_s_at,26.986548921137334,1.6660292854585591e-06
218664_at,26.98295652011641,1.6683142139377296e-06
222298_at,26.97650690055892,1.672424552595388e-06
210679_x_at,26.95370364136846,1.6870407550773286e-06
217546_at,26.938470898076105,1.6968776202196303e-06
242609_x_at,26.906211565105043,1.7179049912912132e-06
220578_at,26.861279199140334,1.7476404414111261e-06
210028_s_at,26.859548461228197,1.7487963446652556e-06
212119_at,26.85823667917968,1.74967296480867e-06
224025_s_at,26.83030976239244,1.7684432057738559e-06
223145_s_at,26.82396865201724,1.7727339690441565e-06
225240_s_at,26.814331123544378,1.779275793842356e-06
236484_at,26.79014982835014,1.7957992608664782e-06
229039_at,26.764560680988573,1.8134566834046384e-06
237560_at,26.758078901312892,1.8179576211472727e-06
222313_at,26.754688100363428,1.8203167638528827e-06
213629_x_at,26.73298770926435,1.8354895089750293e-06
215628_x_at,26.72320368280798,1.8423729096479093e-06
220467_at,26.63674910512175,1.9043626573733938e-06
241818_at,26.63565647634025,1.905159677173588e-06
215383_x_at,26.55105739718828,1.9679241349437966e-06
211297_s_at,26.545031868247914,1.972474849003967e-06
208941_s_at,26.519454380951803,1.9919127755947724e-06
200786_at,26.4917804971289,2.013165912440932e-06
241769_at,26.48617905258523,2.017496045892577e-06
205591_at,26.479810485258238,2.022430834110089e-06
202279_at,26.408625794324017,2.0784418984337487e-06
240139_at,26.39843234138133,2.0865921475136743e-06
203000_at,26.378422439869947,2.102686947072775e-06
211493_x_at,26.33211926171784,2.1404219979405483e-06
230923_at,26.326880483217906,2.144735011626117e-06
223460_at,26.323234151590786,2.1477422612640774e-06
221831_at,26.321846367736406,2.1488879514172987e-06
213333_at,26.292265540575027,2.1734585892660806e-06
1558831_x_at,26.2861356800055,2.17858625985105e-06
212348_s_at,26.26959043534423,2.1924886804928023e-06
227556_at,26.247342143313176,2.2113271740829372e-06
212581_x_at,26.204842006768423,2.2477778756945202e-06
219896_at,26.203266226956394,2.2491411817383777e-06
223088_x_at,26.199272994894496,2.252599787311618e-06
217817_at,26.186155896744552,2.2639992747904346e-06
219463_at,26.1829885427954,2.2667607646037588e-06
231327_at,26.154552913323187,2.2917083709390297e-06
201758_at,26.143165978373435,2.301777573130612e-06
239831_at,26.142170985653042,2.302659581227925e-06
242916_at,26.126128101471664,2.3169288333284346e-06
204823_at,26.10568065676431,2.3352476366811023e-06
218679_s_at,26.08231871977557,2.356359983981167e-06
209291_at,26.081073743082527,2.35749057315302e-06
208703_s_at,26.07292645841528,2.364903078114422e-06
219408_at,26.06895374964069,2.368526190625173e-06
1552507_at,26.052158085549397,2.383907053064819e-06
236081_at,26.04959960730145,2.3862590162852044e-06
201577_at,26.03163091439936,2.402844703867614e-06
243249_at,26.019488930157664,2.4141192448568816e-06
229961_x_at,26.01811894852686,2.4153947644454684e-06
200822_x_at,25.996966255237727,2.435177172009409e-06
242849_at,25.994394983736875,2.437593209254414e-06
208811_s_at,25.98309782960618,2.44823757538742e-06
236524_at,25.971337841897697,2.4593688303951632e-06
209014_at,25.968586552292575,2.4619805318793363e-06
224879_at,25.961235032728908,2.4689730731555987e-06
226377_at,25.952616056869307,2.4771972022575298e-06
215543_s_at,25.951187165833932,2.478563354512521e-06
234991_at,25.923314442982328,2.5053678242237483e-06
203605_at,25.922390210419927,2.506261724928482e-06
209953_s_at,25.90527836957866,2.522871380323299e-06
243498_at,25.90034360887298,2.5276823233020485e-06
1559496_at,25.896831976812862,2.53111159148329e-06
200801_x_at,25.89394514608199,2.533934296804991e-06
240112_at,25.89106813447947,2.5367506227336066e-06
200882_s_at,25.8743607472306,2.5531693590325183e-06
223857_x_at,25.857759220352484,2.5695923565767982e-06
217727_x_at,25.848176885730563,2.579121068044475e-06
225003_at,25.83792714126851,2.58935369487191e-06
239071_at,25.79414972558934,2.6335302916008277e-06
233039_at,25.788020096905854,2.6397774018209966e-06
1554287_at,25.78628456717705,2.6415489625848174e-06
49452_at,25.763925321077743,2.6644820855277763e-06
203159_at,25.74582117805036,2.6832008921866478e-06
232288_at,25.735084118431693,2.694366344014175e-06
205514_at,25.73478427359682,2.694678837287463e-06
224187_x_at,25.73435942990879,2.6951216661109675e-06
214762_at,25.731586790169995,2.6980135205321363e-06
32099_at,25.729858600262958,2.6998176317035215e-06
201704_at,25.728026861178677,2.7017311958355913e-06
AFFX-HSAC07/X00351_3_at,25.717645054620263,2.7126031583289324e-06
212432_at,25.701654694571406,2.7294365873334937e-06
223193_x_at,25.698460532446834,2.732812013301161e-06
236602_at,25.675032842951083,2.7577008011976028e-06
208696_at,25.674065633639607,2.758733329639296e-06
201441_at,25.628898969881185,2.8073958438460134e-06
228775_at,25.626694284633956,2.809793650478687e-06
205257_s_at,25.597086506581505,2.84219983877368e-06
215962_at,25.561528034532135,2.8816278840933985e-06
201996_s_at,25.533311081564392,2.9133156352774035e-06
214170_x_at,25.52336137290912,2.92457449326922e-06
214782_at,25.501186402660757,2.9498285013765642e-06
235567_at,25.486220041122348,2.966999673084858e-06
216101_at,25.483272457073,2.970393590147613e-06
223662_x_at,25.48300510122724,2.970701627390739e-06
200027_at,25.481895776600567,2.97198010014727e-06
241216_at,25.47991764176881,2.974261262655604e-06
214687_x_at,25.47495063249255,2.979997103935322e-06
201076_at,25.44978008045712,3.009239181372798e-06
200950_at,25.44275711308674,3.017450720610258e-06
210222_s_at,25.436038195468388,3.02532832871524e-06
239449_at,25.407253891203613,3.0593167476689175e-06
236139_at,25.406237066441108,3.0605245695220372e-06
227872_at,25.39274845886958,3.076593327927254e-06
224999_at,25.384550891391907,3.0864013324000888e-06
243827_at,25.375753144657928,3.096963213359127e-06
223060_at,25.328802025730564,3.1539610773378636e-06
226938_at,25.313495476379195,3.1727753336098295e-06
242052_at,25.30400997421153,3.1844924770205248e-06
210547_x_at,25.302845650224288,3.185933794176115e-06
201837_s_at,25.30086798958997,3.188383479314135e-06
224871_at,25.29764552026027,3.19237923369335e-06
212423_at,25.26917770400423,3.227902930569668e-06
201475_x_at,25.24755496122517,3.255156542988728e-06
1555278_a_at,25.245686057802146,3.2575232223375646e-06
213235_at,25.239254967312185,3.2656807462603205e-06
225870_s_at,25.222919765228472,3.2864957700952073e-06
200006_at,25.217979276315393,3.2928180005878478e-06
238718_at,25.21746523571515,3.2934765247959622e-06
1555803_a_at,25.204535587935638,3.3100850027281327e-06
218763_at,25.19764317653977,3.3189736723969265e-06
232551_at,25.19405343050938,3.3236128426227137e-06
226749_at,25.18686273696755,3.332925734837276e-06
233246_at,25.182819702707103,3.338173781310009e-06
239748_x_at,25.177255768839448,3.34540992940792e-06
239866_at,25.166363168917943,3.359623005323008e-06
227283_at,25.164309410248364,3.3623097801822153e-06
207081_s_at,25.152865987409374,3.377320857312023e-06
233884_at,25.151205021793466,3.3795053760143403e-06
212177_at,25.150887597260812,3.379923021373672e-06
214353_at,25.14597604389586,3.3863920767145976e-06
225923_at,25.143153817186974,3.3901150204150506e-06
208002_s_at,25.134075637591557,3.4021190931993553e-06
218735_s_at,25.123645317870775,3.4159650981750955e-06
224594_x_at,25.122365182036265,3.4176684380512218e-06
211779_x_at,25.121056603265348,3.419410527041899e-06
219392_x_at,25.111739453167672,3.4318407305251427e-06
228038_at,25.106690956816767,3.4385954434041864e-06
200658_s_at,25.094571835969532,3.454866289181665e-06
211993_at,25.091994225242313,3.4583371311829368e-06
1556352_at,25.07942168469858,3.4753179841082174e-06
217766_s_at,25.06247471488223,3.498342910584761e-06
201635_s_at,25.045219307148084,3.5219481788823654e-06
209991_x_at,25.03070147347818,3.5419353720600927e-06
211921_x_at,25.027587144744633,3.546238153795248e-06
224227_s_at,24.992714047610846,3.594787971259987e-06
223219_s_at,24.963255652308952,3.6363321200823336e-06
223701_s_at,24.955594291176336,3.6472173899715606e-06
211984_at,24.95441100697873,3.648901587611129e-06
236645_at,24.93579160911882,3.675508641459759e-06
210701_at,24.922689070371348,3.6943517080385657e-06
215714_s_at,24.917685617282814,3.7015734873954097e-06
1570210_x_at,24.890819803764984,3.74059962796736e-06
223011_s_at,24.875056172657025,3.7636951992350823e-06
214723_x_at,24.871117850668877,3.7694881752558413e-06
227260_at,24.863597011178108,3.7805762647014336e-06
1556244_s_at,24.850717114145755,3.799643299799304e-06
242748_at,24.841218425194857,3.813768254823388e-06
202949_s_at,24.83775311507082,3.818934757907334e-06
213453_x_at,24.836213148815023,3.8212330361806475e-06
220966_x_at,24.83418472566808,3.824262469650919e-06
222005_s_at,24.830860739199633,3.82923215966548e-06
240606_at,24.824451976811105,3.838832659558518e-06
207614_s_at,24.81542595826942,3.852395896814144e-06
209295_at,24.80615425698811,3.866379657646329e-06
240502_at,24.794167215896803,3.884536187148271e-06
204957_at,24.79126097223853,3.888951413148283e-06
214333_x_at,24.785633008255996,3.897516219532641e-06
202395_at,24.779802174232543,3.9064102298705925e-06
207012_at,24.77904815027232,3.907561897302336e-06
229606_at,24.778797688026884,3.907944521063155e-06
241837_at,24.76962196410364,3.921988608895577e-06
240005_at,24.769107613172885,3.922777394270154e-06
202916_s_at,24.768974859861196,3.922981005255252e-06
233658_at,24.758951057815924,3.938386505197491e-06
1554636_at,24.75403653794069,3.945962316208369e-06
1554963_at,24.725288722620864,3.990578899953979e-06
222310_at,24.70682119000169,4.019513997465675e-06
244697_at,24.703287156303695,4.025075713773784e-06
213271_s_at,24.698683993340623,4.03233185657827e-06
213867_x_at,24.694370453622806,4.039143669941177e-06
215780_s_at,24.68963332114451,4.0466380499161184e-06
222378_at,24.685098961231315,4.0538250348857254e-06
243127_x_at,24.648441266963527,4.112412092600134e-06
232150_at,24.640558681180007,4.12512359565744e-06
233057_at,24.614898562099047,4.166783953576574e-06
225092_at,24.60025539462145,4.190751551500447e-06
215385_at,24.581384031523697,4.221849109486346e-06
228882_at,24.55339161222143,4.268414911733192e-06
202144_s_at,24.55050168796493,4.273252342265277e-06
202926_at,24.53946489211442,4.291778748205115e-06
208687_x_at,24.529990468985346,4.307748463008119e-06
211858_x_at,24.52305618832402,4.319475353063527e-06
203724_s_at,24.51231817192505,4.337699772835883e-06
209163_at,24.492722824640524,4.371160921519291e-06
1557721_at,24.489630029888993,4.376466415093152e-06
202070_s_at,24.488875601140446,4.377761594756996e-06
204684_at,24.48571481884396,4.3831922156579905e-06
220864_s_at,24.48106730639304,4.3911898170949645e-06
238417_at,24.4766541079477,4.398798100704234e-06
242357_x_at,24.43671303649143,4.468275791072432e-06
229656_s_at,24.426015917247874,4.4870744839243404e-06
214821_at,24.414421452727566,4.507542058024252e-06
243305_at,24.408438215797585,4.518141748474558e-06
211928_at,24.386767530463874,4.556747905748548e-06
203656_at,24.3864488163614,4.557318218173768e-06
204100_at,24.3812995422286,4.566542602110486e-06
201652_at,24.369997624186304,4.5868562175944045e-06
228959_at,24.358535309686694,4.6075531003069294e-06
1554079_at,24.333823846003128,4.652500781293826e-06
201592_at,24.329098999285435,4.661146053719457e-06
218415_at,24.316813593601193,4.683702683846323e-06
212159_x_at,24.31205884044496,4.692462771245826e-06
208911_s_at,24.306399712935896,4.7029110413310375e-06
1569661_at,24.295709339460828,4.7227137118679335e-06
200978_at,24.27609700802697,4.759266651237009e-06
220370_s_at,24.2659764016315,4.778242907858393e-06
233241_at,24.258042525294805,4.793173446277293e-06
201676_x_at,24.249020254249192,4.810210550467428e-06
203376_at,24.237740125474524,4.831598941723084e-06
202477_s_at,24.236255195270616,4.834421815902425e-06
227022_at,24.22191480570588,4.861770592338837e-06
242665_at,24.19181918470544,4.919685245175497e-06
233868_x_at,24.17344579258333,4.9553906925116246e-06
202242_at,24.169854845158504,4.962400156930689e-06
211025_x_at,24.16410391699612,4.973647124304233e-06
233393_at,24.15703919685486,4.987499356043492e-06
1559589_a_at,24.13633845935742,5.02831759356573e-06
204863_s_at,24.13502842555085,5.030912287669882e-06
211995_x_at,24.114725532796662,5.071301428072387e-06
243031_at,24.105475942898227,5.089812388326971e-06
232392_at,24.103496404461765,5.09378300992946e-06
225493_at,24.082803477696952,5.135480845595932e-06
239661_at,24.07068413092304,5.16006519352777e-06
227178_at,24.054767105694232,5.192537297819068e-06
233216_at,24.049834899828983,5.2026420378826455e-06
200758_s_at,24.021706740246714,5.260656943611715e-06
208851_s_at,24.015877494181346,5.27276292243935e-06
213465_s_at,24.007493423658705,5.290224958907382e-06
204546_at,23.986257088753224,5.334721974808241e-06
1564580_at,23.968172671466128,5.372918261789266e-06
208549_x_at,23.957939478581395,5.394656456745581e-06
211765_x_at,23.952724656056553,5.405769004127585e-06
223189_x_at,23.94643749448557,5.419197981185846e-06
213015_at,23.942156681464233,5.428361164787018e-06
1560128_x_at,23.935181784619378,5.443325264833328e-06
201570_at,23.930021311542315,5.4544239747572785e-06
51192_at,23.925766805401107,5.463591718957428e-06
236007_at,23.925214004747115,5.4647840746621555e-06
235645_at,23.92383934405947,5.4677502909167474e-06
227730_at,23.921540618012454,5.472714139576297e-06
244508_at,23.91977986293806,5.476519434549835e-06
200650_s_at,23.919022631967284,5.478156778218831e-06
200792_at,23.901231589955657,5.5167712440849554e-06
225061_at,23.886343827665055,5.549299509709661e-06
1562110_at,23.885050381570423,5.552134861489899e-06
1561167_at,23.88021046385144,5.562757634371033e-06
218310_at,23.880150625515046,5.562889099855737e-06
232169_x_at,23.874425451245187,5.575482168635493e-06
211296_x_at,23.85623805681478,5.615682046621492e-06
242325_at,23.85392107388632,5.620824684994698e-06
222785_x_at,23.845849070998455,5.6387787070368816e-06
205348_s_at,23.844157789591776,5.642547984024515e-06
219665_at,23.843310979739545,5.64443620209979e-06
242808_at,23.841594096797834,5.6482665064267894e-06
225111_s_at,23.815478985027305,5.706859270831647e-06
204466_s_at,23.809878745968355,5.71950539502819e-06
217860_at,23.805368286138386,5.729711608450662e-06
239832_at,23.795163131258427,5.752872937249416e-06
218059_at,23.777876013784656,5.7923273574874866e-06
223124_s_at,23.774679669644208,5.799652826681498e-06
239474_at,23.772882539573867,5.8037757248800205e-06
209556_at,23.772782893426818,5.804004416998681e-06
204105_s_at,23.77112492421488,5.8078108874194676e-06
206906_at,23.770070756487687,5.810232448096544e-06
202309_at,23.746254295056282,5.865219746870077e-06
218557_at,23.730148587666065,5.902707767568475e-06
220690_s_at,23.698765397690416,5.976465981562928e-06
214771_x_at,23.69340652600711,5.989155138699963e-06
241798_at,23.690820640973687,5.995288113784347e-06
224913_s_at,23.6905375130032,5.995960004265353e-06
211546_x_at,23.668315569437556,6.048937307691152e-06
201550_x_at,23.635779172168437,6.127374760304412e-06
211378_x_at,23.617475840219043,6.171958974192517e-06
208003_s_at,23.598156167160504,6.219381124518058e-06
226360_at,23.58315900623387,6.2564516237462814e-06
239559_at,23.579816710682664,6.264744163772661e-06
233167_at,23.576509951368145,6.2729596664921566e-06
212130_x_at,23.56861459640224,6.292620208073336e-06
200843_s_at,23.562726611474627,6.3073233859832496e-06
212228_s_at,23.562593406701694,6.307656426851518e-06
243046_at,23.560682139453995,6.31243700328541e-06
204338_s_at,23.54817599836635,6.343810271528021e-06
226554_at,23.54431835088447,6.353520024930989e-06
222995_s_at,23.539951284484847,6.364530451543856e-06
243203_at,23.539361852318287,6.366018055308177e-06
235694_at,23.52386546745036,6.405256325664975e-06
209565_at,23.514050844740154,6.430236506381246e-06
208900_s_at,23.51055103280656,6.439168459079299e-06
230742_at,23.507837958595164,6.446101344421334e-06
221432_s_at,23.501887154386917,6.461334715191613e-06
206042_x_at,23.501395584613345,6.462594732338793e-06
227897_at,23.498297093160655,6.470542768670092e-06
213394_at,23.49033782454791,6.491005475618924e-06
224801_at,23.481267855164393,6.514404916694712e-06
206621_s_at,23.48003475061882,6.5175928760479896e-06
235805_at,23.477462311439695,6.524248601810092e-06
211597_s_at,23.47692472318628,6.525640398518568e-06
212961_x_at,23.46855392545585,6.547351556521873e-06
203410_at,23.45854188430752,6.573417230581224e-06
212227_x_at,23.45379762207941,6.585805864599235e-06
206652_at,23.441299949468753,6.618556031692007e-06
203266_s_at,23.42785064338126,6.653987236083831e-06
236901_at,23.411756949806787,6.696641553830165e-06
233056_x_at,23.393779011815393,6.744622706500089e-06
224345_x_at,23.388436914216868,6.758948257678351e-06
225571_at,23.3832601582178,6.772860298634424e-06
211685_s_at,23.368844730166874,6.811755890135813e-06
241627_x_at,23.366377530964957,6.8184358705967395e-06
241993_x_at,23.3527753177576,6.855385307319111e-06
201900_s_at,23.35137923649098,6.8591893038170405e-06
212207_at,23.347949739287184,6.868543110547686e-06
201372_s_at,23.346041805047737,6.8737526014132424e-06
243830_at,23.34090995514971,6.887784972209546e-06
203466_at,23.336191561021018,6.900712815781837e-06
61874_at,23.33179517703985,6.9127808627226635e-06
215785_s_at,23.308312799085318,6.977608675293065e-06
1559591_s_at,23.30546310873817,6.985518275406278e-06
208833_s_at,23.30230249636019,6.994301663753832e-06
227051_at,23.299455546713933,7.0022231083741624e-06
241228_at,23.29857000190764,7.00468895895821e-06
210524_x_at,23.29496009560719,7.014750201517749e-06
210408_s_at,23.291239784003448,7.025134719532605e-06
222513_s_at,23.290171607827705,7.028119245602726e-06
230326_s_at,23.282805015450254,7.048737354612802e-06
201174_s_at,23.261518477106126,7.1086660679100124e-06
204324_s_at,23.245371546210738,7.154474639919288e-06
242264_at,23.226914014407125,7.207210651557435e-06
1556425_a_at,23.225656754690917,7.210817357176199e-06
242573_at,23.221582442197736,7.222518120985669e-06
223697_x_at,23.217077878946693,7.235477241399089e-06
237305_at,23.21287587104972,7.247587517224286e-06
215116_s_at,23.201979977829616,7.279086983321687e-06
229811_at,23.200603156220303,7.283077318122459e-06
230262_at,23.198379864825476,7.2895256637617535e-06
201825_s_at,23.192775419903864,7.305806659101805e-06
210759_s_at,23.188206576656697,7.31910690343025e-06
218625_at,23.18509804388139,7.328170317386777e-06
AFFX-HSAC07/X00351_M_at,23.182577633325504,7.335527447881972e-06
218205_s_at,23.173519249942995,7.362031869810188e-06
243158_at,23.167967170723117,7.37832570097014e-06
238642_at,23.140645748240736,7.45904895999118e-06
202021_x_at,23.127758170618,7.497441252105951e-06
